0	33.61011315	3.015772307
1	38.24832347	2.266023835
2	33.17666317	5.218075935
3	35.45147741	5.245852039
4	30.24070638	2.14239373
5	31.01041227	2.247778326
6	34.32482902	2.564669655
7	33.49519604	2.239393205
8	35.67590509	2.248341093
9	41.36503226	3.464285911
10	47.83384913	3.391300819
11	56.50812527	4.558177559
12	70.53105969	5.186533444
13	77.66482217	2.457892047
14	78.81505648	2.598643626
15	81.21217087	2.743688338
16	77.10229425	5.2159537
17	79.18949325	3.010721639
18	78.40976476	6.075093962
19	77.28186248	4.49316594
20	72.11764555	2.181791149
21	71.07975033	2.058251652
22	110.7205453	35.13463906
