0	42.49517066	7.97612466
1	46.9626036	9.307072621
2	53.7889011	7.975614704
3	52.68797346	7.796858435
4	49.27051505	8.107646045
5	55.25262028	6.511439293
6	57.9791842	3.91768126
7	54.45065153	7.164952415
8	58.84823511	1.945747129
9	57.88262553	3.553463873
10	58.34034065	1.89686151
11	59.81481433	1.606802879
12	58.97476889	1.65369379
13	59.29582059	1.576052263
14	61.47686432	2.40991364
15	64.66000378	2.36607353
16	66.23046244	3.786984813
17	71.86461152	3.553646926
18	77.27848006	3.093694488
19	80.03813144	4.170007201
20	81.47018752	2.648108882
21	82.62393565	2.738332102
22	79.54839341	3.94847822
23	80.07660458	3.59243231
24	77.72431354	4.335478897
25	80.13079147	3.32986285
26	83.39534141	2.293685197
27	77.51397915	2.511505031
28	76.27895139	2.400862325
29	73.33719538	2.690442048
30	103.2085299	36.55565221
31	145.7539169	2.1614909
