0	37.75840344	2.098298914
1	42.88687131	6.022355679
2	39.40105473	4.173083828
3	48.90560421	3.741396795
4	45.68855179	5.078942609
5	50.42424949	2.163773315
6	53.26288761	1.611713758
7	50.52661579	1.917316838
8	45.38831366	3.155790649
9	41.86606068	1.99297309
10	41.29274837	2.154971053
11	41.93213639	2.154933953
12	39.47707455	2.034298731
13	38.78673166	2.642632932
14	41.61342746	4.863351525
15	49.92563029	4.457189482
16	67.30642666	8.409776732
17	81.91604877	2.21812888
18	82.01084913	1.708009083
19	78.18069609	2.95014431
20	75.87560817	2.145492482
21	71.88996224	2.29841265
22	146.7812785	1.92226115
